qid,abstractqueryexpansion,abstractqueryexpansion.bm25.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10,method.11,metric.11,query.11,method.12,metric.12,query.12,method.13,metric.13,query.13,method.14,metric.14,query.14,method.15,metric.15,query.15,method.16,metric.16,query.16,method.17,metric.17,query.17,method.18,metric.18,query.18
361,clothing sweatshops ,0.36,7,docluster.topn10.3.bm25,0.5663,clothing sweatshops said sew ,wiki.topn3.replace,0.5198,footwear fashion accessory sewing Clothing big business exploitation rent control Sweatshop ,wiki.topn3,0.519,clothing sweatshops footwear fashion accessory sewing Clothing big business exploitation rent control Sweatshop ,relevancefeedback.topn10.bm25,0.5046,clothing sweatshops labor said cloth home sew bill our ,termluster.topn5.3.bm25,0.4828,clothing sweatshops wage sweatshop law wage law labor ,word2vec.topn3,0.4693,clothing sweatshops apparel garments sweat shops ,sensedisambiguation,0.3639,clothing sweatshops sweatshop ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,human smuggling ,0.0899,7,termluster.topn5.3.bm25,0.2151,human smuggling peopl illeg ,word2vec.topn3,0.1876,human smuggling non human nonhuman smugglers smuggler ,word2vec.topn3.replace,0.1368,non human nonhuman smugglers smuggler ,tagmee.topn3,0.0972,human smuggling People smuggling ,conceptluster.topn5.3.bm25,0.0972,human smuggling people smuggling ,sensedisambiguation,0.0942,human smuggling smuggle ,glove.topn3,0.0903,human smuggling rights beings trafficking smugglers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,transportation tunnel disasters ,0.0205,1,sensedisambiguation.replace,0.0209,transportation system tunnel disaster ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,rabies ,0.5537,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,El Nino ,0.6218,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,commercial cyanide uses ,0.4254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,piracy ,0.0624,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,in vitro fertilization ,0.3683,6,anchor.topn3.replace,0.4541,vitro    oocyte  fertilisation embryo fertilization ,relevancefeedback.topn10.bm25,0.4484,in vitro fertilization fertil center he david york she egg have kit davi ,anchor.topn3,0.4095,vitro fertilization vitro    oocyte  fertilisation embryo ,glove.topn3,0.384,vitro fertilization fertilization ivf vitro fertilisation ,termluster.topn5.3.bm25,0.3753,vitro fertilization said ,wiki.topn3,0.3742,vitro fertilization vasectomy ectopic pregnancy sudden infant death syndrome In vitro fertilisation ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,anorexia nervosa bulimia ,0.2633,8,conceptnet.topn3,0.5945,anorexia nervosa bulimia an eating disorder ,wiki.topn3.replace,0.4668,anorexia nervosa eating disorder major depressivdisorder Anorexia nervosa eating disorder bingeating oophorectomy Bulimia nervosa ,wiki.topn3,0.4211,anorexia nervosa bulimia anorexia nervosa eating disorder major depressivdisorder Anorexia nervosa eating disorder bingeating oophorectomy Bulimia nervosa ,wordnet.topn3,0.3806,anorexia nervosa bulimia binge eating syndrome ,word2vec.topn3,0.2701,anorexia nervosa bulimia bulimia anorexic Orthorexia Anorexia orthorexia anorexia bulimic ,tagmee.topn3.replace,0.2697,Anorexia nervosa Bulimia nervosa ,tagmee.topn3,0.2665,anorexia nervosa bulimia Anorexia nervosa Bulimia nervosa ,conceptluster.topn5.3.bm25,0.2665,anorexia nervosa bulimia anorexia nervosa bulimia nervosa ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,food drug laws ,0.006,11,glove.topn3.replace,0.0258,food drug regulations ,relevancefeedback.topn10.bm25,0.0223,food drug laws said our dr food claim fda drug plant ,wiki.topn3,0.0149,food drug laws foods cuisine meat Food marihuana tax act of      buprenorphine purfood and drug act Prohibition of drugs ,glove.topn3,0.0139,food drug laws regulations ,tagmee.topn3,0.0126,food drug laws Food Prohibition of drugs ,conceptluster.topn5.3.bm25,0.0126,food drug laws prohibition drugs food ,word2vec.topn3.replace,0.0108,food drug statutes regulations ,wiki.topn3.replace,0.0092,foods cuisine meat Food marihuana tax act of      buprenorphine purfood and drug act Prohibition of drugs ,tagmee.topn3.replace,0.009000000000000001,Food Prohibition of drugs ,conceptnet.topn3,0.0064,food drug laws rules ,wordnet.topn3.replace,0.0063,food drug law of nature constabulary ,,,,,,,,,,,,,,,,,,,,,
371,health insurance holistic ,0.0017,13,thesaurus.topn3,0.0301,health insurance holistic  energy fitness  allowance coverage  comprehensive integrated ,thesaurus.topn3.replace,0.0118,energy fitness  allowance coverage  comprehensive integrated ,wiki.topn3.replace,0.0096,health insurance types of insurance medicar united states  Health insurance integrativmedicine mindfulness based stress reduction psychiatric times Holistic health ,wiki.topn3,0.0088,health insurance holistic health insurance types of insurance medicar united states  Health insurance integrativmedicine mindfulness based stress reduction psychiatric times Holistic health ,wordnet.topn3,0.0087,health insurance holistic wellness indemnity insurance policy ,sensedisambiguation,0.0044,health insurance policy holistic ,word2vec.topn3,0.0034,health insurance holistic well being wellbeing nutrition premiums wholistic integrative ,conceptnet.topn3,0.0031,health insurance holistic eating vegetables maintaining muscle strength riding a bicycle expensive term insurance business interruption insurance ,glove.topn3,0.0024,health insurance holistic care healthcare premiums emphasizes spirituality ,stem.lovins,0.0019,health insur hol ,tagmee.topn3,0.0018,health insurance holistic Health insurance Holistic health ,tagmee.topn3.replace,0.0018,Health insurance Holistic health ,conceptluster.topn5.3.bm25,0.0018,health insurance holistic health insurance holistic health ,,,,,,,,,,,,,,,
372,Native American casino ,0.1169,4,conceptnet.topn3,0.2777,native american casino indian chief person dollar ,relevancefeedback.topn10.bm25,0.2637,native american casino indian pequot who davi dollar vega it crockford reserv ,wordnet.topn3,0.1626,native american casino indigene aboriginal American language American English gambling casino cassino ,glove.topn3,0.1503,native american casino   u s  gambling ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,encryption equipment export ,0.1072,2,stem.lovins,0.1532,encrypt equipm export ,relevancefeedback.topn10.bm25,0.1175,encryption equipment export encrypt gsm us system ntt softwar chip internet ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,Nobel prize winners ,0.2745,12,tagmee.topn3.replace,0.4624,Nobel Prize ,wiki.topn3.replace,0.4576,awards established in      nobel prizin physics maricurie Nobel Prize ,stem.trunc5,0.4427,nobel prize winne ,wiki.topn3,0.4288,nobel prize winners awards established in      nobel prizin physics maricurie Nobel Prize ,tagmee.topn3,0.3868,nobel prize winners Nobel Prize ,conceptluster.topn5.3.bm25,0.3868,nobel prize winners nobel prize ,glove.topn3,0.3852,nobel prize winners laureate prize nobel finalists ,anchor.topn3,0.3786,nobel prize winners  nobel exaucé             starodubka friedebert sødringsk ,wordnet.topn3,0.3764,nobel prize winners Alfred Bernhard Nobel Alfred Nobel jimmy prise prime succeeder achiever ,conceptnet.topn3,0.3588,nobel prize winners Alfred Bernhard Nobel reward value happy ,glove.topn3.replace,0.3252,laureate prize nobel finalists ,stem.paicehusk,0.2915,nobel priz win ,,,,,,,,,,,,,,,,,,
375,hydrogen energy ,0.2136,1,word2vec.topn3,0.3083,hydrogen energy helium deuterium enery ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,World Court ,0.0226,5,tagmee.topn3,0.0623,world court International Court of Justice ,conceptluster.topn5.3.bm25,0.0623,world court international court justice ,tagmee.topn3.replace,0.0473,International Court of Justice ,wiki.topn3,0.0287,world court international court of justice international law international criminal court International Court of Justice ,wiki.topn3.replace,0.0232,international court of justice international law international criminal court International Court of Justice ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,cigar smoking ,0.3225,2,stem.lovins,0.3829,cigar smok ,wiki.topn3,0.3443,cigar smoking cigars cigarette quaker oats company Cigar addiction habits tobacco smoking Smoking ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,euro opposition ,0.0079,9,glove.topn3,0.0788,euro opposition currency european supporters opponents ,wiki.topn3.replace,0.0685,currencies of the caribbean symbols of the european union      in economics Euro election boycott clientelism electoral list Opposition  politics ,wiki.topn3,0.068,euro opposition currencies of the caribbean symbols of the european union      in economics Euro election boycott clientelism electoral list Opposition  politics ,glove.topn3.replace,0.0382,currency european supporters opponents ,conceptnet.topn3,0.0216,euro opposition europe against mutual opposition ,tagmee.topn3.replace,0.0141,Euro Opposition  politics ,tagmee.topn3,0.0109,euro opposition Euro Opposition  politics ,conceptluster.topn5.3.bm25,0.0109,euro opposition euro opposition politics ,word2vec.topn3,0.0094,euro opposition opponents ,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,mainstreaming ,0.0285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,obesity medical treatment ,0.1958,8,tagmee.topn3,0.3938,obesity medical treatment Obesity Therapy ,conceptluster.topn5.3.bm25,0.3938,obesity medical treatment obesity therapy ,anchor.topn3.replace,0.3338,obesity zéphire prehistoriqu infirmièr tretman   poseban  treatment ,wiki.topn3,0.3255,obesity medical treatment bariatrics overweight body shape Obesity diagnosis hyperkinetic disorder symptom Therapy ,docluster.topn10.3.bm25,0.27899999999999997,obesity medical treatment weight diet ,relevancefeedback.topn10.bm25,0.2616,obesity medical treatment diet drug children healthcar weight plan obes have ,conceptnet.topn3.replace,0.2303,obesity medical dealing ,word2vec.topn3,0.2266,obesity medical treatment obesity related non medical medicine treament treatement ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,alternative medicine ,0.0558,3,wiki.topn3.replace,0.102,holistic health homeopathy alternative and traditional medicine journals Alternative medicine ,wiki.topn3,0.0961,alternative medicine holistic health homeopathy alternative and traditional medicine journals Alternative medicine ,word2vec.topn3,0.0608,alternative medicine medical ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,hydrogen fuel automobiles ,0.5459,6,sensedisambiguation,0.6183,hydrogen fuel automobiles car ,conceptluster.topn5.3.bm25,0.6183,hydrogen fuel automobiles hydrogen vehicle car ,wiki.topn3,0.5903,hydrogen fuel automobiles hydrogen vehicles fuel efficiency green car congress Hydrogen vehicle hydrogen vehicles fuel efficiency green car congress Hydrogen vehicle wheeled vehicles automobiles assembly line Car ,thesaurus.topn3,0.585,hydrogen fuel automobiles   ammunition electricity  auto bus ,tagmee.topn3,0.5659,hydrogen fuel automobiles Hydrogen vehicle Hydrogen vehicle Car ,wiki.topn3.replace,0.5469,hydrogen vehicles fuel efficiency green car congress Hydrogen vehicle hydrogen vehicles fuel efficiency green car congress Hydrogen vehicle wheeled vehicles automobiles assembly line Car ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,mental illness drugs ,0.0245,9,docluster.topn10.3.bm25,0.046,mental illness drugs patient ,wiki.topn3,0.0448,mental illness drugs mania personality disorder psychosis Mental disorder opiate empathogen entactogen antidepressant Psychoactive drug ,tagmee.topn3,0.0406,mental illness drugs Mental disorder Psychoactive drug ,conceptluster.topn5.3.bm25,0.0406,mental illness drugs psychoactive drug mental disorder ,tagmee.topn3.replace,0.0387,Mental disorder Psychoactive drug ,sensedisambiguation,0.0372,mental illness drugs drug ,wiki.topn3.replace,0.037000000000000005,mania personality disorder psychosis Mental disorder opiate empathogen entactogen antidepressant Psychoactive drug ,relevancefeedback.topn10.bm25,0.0276,mental illness drugs said program patient we drug she risk ,wordnet.topn3,0.026000000000000002,mental illness drugs genial sickness unwellness malady dose do drugs ,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,space station moon ,0.2062,1,termluster.topn5.3.bm25,0.2204,space station moon man moon station man moon space man space station ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,hybrid fuel cars ,0.3361,6,relevancefeedback.topn10.bm25,0.601,hybrid fuel cars electr car engin drive hydrogen batteri buse daimler vehicl ,tagmee.topn3.replace,0.3998,Hybrid vehicle Fuel Car ,tagmee.topn3,0.3973,hybrid fuel cars Hybrid vehicle Fuel Car ,conceptluster.topn5.3.bm25,0.3973,hybrid fuel cars car fuel hybrid vehicle ,word2vec.topn3,0.3548,hybrid fuel cars non hybrid gasoline automobiles vehicles ,sensedisambiguation,0.3371,hybrid fuel cars car ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,teaching disabled children ,0.032,9,wordnet.topn3,0.064,teaching disabled children instruction commandment disenable tiddler shaver nipper ,word2vec.topn3,0.0572,teaching disabled children learning instruction handicapped kids adults parents ,wiki.topn3,0.0514,teaching disabled children knowledge sharing philosophy of education education Education advocacy special needs learning disability Disability childhood adoption overweight Child ,termluster.topn5.3.bm25,0.0447,teaching disabled children school said children school disabl said ,word2vec.topn3.replace,0.0429,learning instruction handicapped kids adults parents ,relevancefeedback.topn10.bm25,0.0395,teaching disabled children center school learn music student orang he buckei barsch ,wiki.topn3.replace,0.0385,knowledge sharing philosophy of education education Education advocacy special needs learning disability Disability childhood adoption overweight Child ,tagmee.topn3,0.0359,teaching disabled children Education Disability Child ,conceptluster.topn5.3.bm25,0.0359,teaching disabled children child education disability ,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,radioactive waste ,0.1303,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,organic soil enhancement ,0.0263,6,stem.trunc5,0.0532,organ soil enhan ,conceptluster.topn5.3.bm25,0.0379,organic soil enhancement soil ,conceptnet.topn3,0.0376,organic soil enhancement ground a potato ,tagmee.topn3,0.0348,organic soil enhancement Soil Soil ,wordnet.topn3.replace,0.0346,constitutional organic fertilizer land filth bemire sweetening ,wordnet.topn3,0.0294,organic soil enhancement organic fertiliser constitutive begrime grunge territory sweetening ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,illegal technology transfer ,0.021,1,stem.paicehusk,0.0285,illeg technolog transf ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,orphan drugs ,0.08,9,relevancefeedback.topn10.bm25,0.43799999999999994,orphan drugs drug diseas aid joe amgen ,docluster.topn10.3.bm25,0.3181,orphan drugs drug aid ,termluster.topn5.3.bm25,0.2516,orphan drugs drug patient year year patient orphan ,wordnet.topn3,0.1067,orphan drugs dose do drugs ,word2vec.topn3,0.1027,orphan drugs medications ,glove.topn3,0.1027,orphan drugs medications ,wordnet.topn3.replace,0.0977,orphan do drugs dose ,sensedisambiguation,0.0973,orphan drugs drug ,wiki.topn3,0.0808,orphan drugs pantoprazole proteasinhibitor  pharmacology  ambrisentan Orphan drug ,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,R D drug prices ,0.2543,11,tagmee.topn3,0.5511,r   drug prices Research and development Pharmaceutical drug Price ,conceptluster.topn5.3.bm25,0.5511,r   drug prices pharmaceutical drug price research development ,tagmee.topn3.replace,0.5104,Research and development Pharmaceutical drug Price ,wiki.topn3,0.496,r   drug prices research and development quality assurance microelectronics Research and development musclrelaxant bupropion paracetamol Pharmaceutical drug demand markup  business  marginal cost Price ,termluster.topn5.3.bm25,0.4277,r   drug prices compani industri pharmaceut year market increas ,wiki.topn3.replace,0.3522,research and development quality assurance microelectronics Research and development musclrelaxant bupropion paracetamol Pharmaceutical drug demand markup  business  marginal cost Price ,docluster.topn10.3.bm25,0.3398,r d drug prices cent compani ,conceptnet.topn3,0.3379,r   drug prices sale ,conceptnet.topn3.replace,0.3116,r   drug prices ,sensedisambiguation,0.2777,R roentgen   D drug prices price ,sensedisambiguation.replace,0.257,roentgen   D drug price ,,,,,,,,,,,,,,,,,,,,,
392,robotics ,0.4736,5,termluster.topn5.3.bm25,0.4875,robotics year sai new ,tagmee.topn3,0.4737,robotics Robotics ,relevancefeedback.topn10.bm25,0.4737,robotics robot ,docluster.topn10.3.bm25,0.4737,robotics robot ,conceptluster.topn5.3.bm25,0.4737,robotics robotics ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,mercy killing ,0.0551,5,wiki.topn3,0.2184,mercy killing suicide types terminal illness eugenics Euthanasia ,wiki.topn3.replace,0.1825,suicide types terminal illness eugenics Euthanasia ,tagmee.topn3,0.1528,mercy killing Euthanasia ,conceptluster.topn5.3.bm25,0.1528,mercy killing euthanasia ,tagmee.topn3.replace,0.1091,Euthanasia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,home schooling ,0.0174,2,relevancefeedback.topn10.bm25,0.0629,home schooling school said children ,termluster.topn5.3.bm25,0.024,home schooling school said said home ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,tourism ,0.1345,4,conceptnet.topn3,0.1784,tourism tourist ,glove.topn3,0.1722,tourism tourist industry ,word2vec.topn3,0.1611,tourism tourist tourism related ,word2vec.topn3.replace,0.154,tourist tourism related ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,sick building syndrome ,0.152,3,wiki.topn3,0.17300000000000001,sick building syndrome green cleaning greenguard environmental institute biomedical waste Sick building syndrome ,docluster.topn10.3.bm25,0.1716,sick building syndrome build have fibr ,sensedisambiguation,0.165,sick building construction syndrome ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,automobile recalls ,0.0179,6,sensedisambiguation.replace,0.4452,car recall ,sensedisambiguation,0.2375,automobile car recalls recall ,glove.topn3.replace,0.0976,auto recalls ,stem.paicehusk,0.0604,automobl recal ,conceptnet.topn3,0.0293,automobile recalls car ,glove.topn3,0.0218,automobile recalls auto ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,dismantling Europe s arsenal ,0.0316,8,word2vec.topn3,0.0788,dismantling europe  s arsenal demolishing germany european europe  s of  s s armoury weapon ,stem.trunc5,0.0576,disma europ   s arsen ,wiki.topn3,0.0504,dismantling europe  s arsenal cultural concepts peninsulas of asia europe Europe armories  military  arsenals embrasure Arsenal ,sensedisambiguation,0.0484,dismantling strip Europe european union  s arsenal ,word2vec.topn3.replace,0.0479,demolishing germany european europe  s of  s s armoury weapon ,tagmee.topn3.replace,0.0475,Europe Arsenal ,tagmee.topn3,0.0407,dismantling europe  s arsenal Europe Arsenal ,sensedisambiguation.replace,0.0344,strip european union  s arsenal ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,oceanographic vessels ,0.1489,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Amazon rain forest ,0.3971,9,tagmee.topn3,0.4975,amazon rain forest Amazon rainforest ,conceptluster.topn5.3.bm25,0.4975,amazon rain forest amazon rainforest ,termluster.topn5.3.bm25,0.4823,amazon rain forest brazil forest rain amazon brazil forest amazon brazil rain ,glove.topn3,0.4686,amazon rain forest amazonian amazon com downpour woodland ,word2vec.topn3,0.4505,amazon rain forest amazon com downpour forestry woods ,wiki.topn3,0.4474,amazon rain forest natural history of ecuador forestry in south america natural history of peru Amazon rainforest ,relevancefeedback.topn10.bm25,0.4461,amazon rain forest mend have fund he ,docluster.topn10.3.bm25,0.4294,amazon rain forest have mend ,tagmee.topn3.replace,0.4111,Amazon rainforest ,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,foreign minorities  Germany ,0.0311,3,termluster.topn5.3.bm25,0.0708,foreign minorities germany germani foreign ,relevancefeedback.topn10.bm25,0.0576,foreign minorities  germany germani vote russia german mr turkei we he ,wordnet.topn3,0.0366,foreign minorities germany strange alien nonage Federal Republic of Germany FRG ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,behavioral genetics ,0.1344,6,wiki.topn3,0.1636,behavioral genetics behavior genetics association eysenck personality questionnaire evolutionary developmental psychology Behavioural genetics ,conceptnet.topn3,0.1578,behavioral genetics linkage ,termluster.topn5.3.bm25,0.1567,behavioral genetics studi ,wiki.topn3.replace,0.1489,behavior genetics association eysenck personality questionnaire evolutionary developmental psychology Behavioural genetics ,tagmee.topn3,0.1374,behavioral genetics Behavioural genetics ,conceptluster.topn5.3.bm25,0.1374,behavioral genetics behavioural genetics ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,osteoporosis ,0.4423,3,docluster.topn10.3.bm25,0.5102,osteoporosis fractur bone ,termluster.topn5.3.bm25,0.5021,osteoporosis women bone ,relevancefeedback.topn10.bm25,0.4565,osteoporosis fractur bone daughter risk studi hrt my women ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Ireland  peace talks ,0.16899999999999998,3,anchor.topn3,0.2017,ireland peace talks killeevi donaghcump  i ,termluster.topn5.3.bm25,0.1931,ireland peace talks govern ira northern ulster talk polit ulster polit peac ,docluster.topn10.3.bm25,0.1737,ireland  peace talks ireland mr govern we ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,cosmic events ,0.0616,2,relevancefeedback.topn10.bm25,0.0896,cosmic events energi radiat fox space earth univers   particl i dust ,termluster.topn5.3.bm25,0.0791,cosmic events earth ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Parkinson s disease ,0.4042,1,relevancefeedback.topn10.bm25,0.5644,parkinson s disease parkinson diseas he i cell brain abort ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,poaching  wildlife preserves ,0.2801,3,termluster.topn5.3.bm25,0.31,poaching wildlife preserves year wildlif year poach ,relevancefeedback.topn10.bm25,0.2993,poaching  wildlife preserves wildlif eleph mr campfir tiger forc fish protect phinda ivori ,wordnet.topn3.replace,0.2831,poaching wildlife save uphold ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,tropical storms ,0.0929,7,word2vec.topn3,0.2063,tropical storms subtropical hurricanes cyclones ,word2vec.topn3.replace,0.1707,subtropical hurricanes cyclones ,glove.topn3,0.1672,tropical storms storm cyclone floods ,relevancefeedback.topn10.bm25,0.1376,tropical storms storm tropic said hurrican banana ,glove.topn3.replace,0.1285,storm cyclone floods ,sensedisambiguation,0.1083,tropical storms storm ,tagmee.topn3.replace,0.1025,Tropical cyclone Tropical cyclone ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,legal  Pan Am ,0.059000000000000004,5,termluster.topn5.3.bm25,0.122,legal pan     bomb ,relevancefeedback.topn10.bm25,0.083,legal  pan am      commiss airlin bomb syrian said court threat ,wiki.topn3,0.0758,legal pan     lockheed l     constellation civil aeronautics board eastern air lines Pan American World Airways aviation accidents and incidents in scotland terrorist incidents in      airliner bombings Pan Am Flight ,tagmee.topn3,0.0678,legal pan     Pan American World Airways Pan Am Flight ,conceptluster.topn5.3.bm25,0.0638,legal pan     pan flight     pan american world airways ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Schengen agreement ,0.8547,4,wordnet.topn3.replace,0.8688,schengen accord correspondence ,word2vec.topn3,0.8588,schengen agreement Shengen eea non Schengen agreeement ,wiki.topn3,0.857,schengen agreement schengen  luxembourg      in the european economicommunity policand judicial co operation in criminal matters Schengen Agreement ,docluster.topn10.3.bm25,0.8557,schengen agreement control minist ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,salvaging  shipwreck  treasure ,0.2342,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,airport security ,0.332,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,steel production ,0.0807,4,tagmee.topn3.replace,0.1112,Steel Steel ,stem.trunc5,0.0943,steel produ ,tagmee.topn3,0.0942,steel production Steel Steel ,conceptluster.topn5.3.bm25,0.0881,steel production steel ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Cuba  sugar  exports ,0.2562,2,stem.trunc5,0.2841,cuba   sugar   expor ,wordnet.topn3,0.2602,cuba sugar exports Republic of Cuba saccharify boodle pelf ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,drugs  Golden Triangle ,0.2426,3,relevancefeedback.topn10.bm25,0.3376,drugs  golden triangle drug heroin fundamentalist year agre myanmar ,termluster.topn5.3.bm25,0.275,drugs golden triangle triangl heroin golden drug triangl heroin heroin golden drug ,docluster.topn10.3.bm25,0.2562,drugs  golden triangle drug heroin ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Three Gorges Project ,0.3534,1,relevancefeedback.topn10.bm25,0.3771,three gorges project li area gorg gener manufactur ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,creativity ,0.3074,1,wordnet.topn3,0.32899999999999996,creativity creative thinking ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,quilts  income ,0.4239,4,sensedisambiguation,0.444,quilts quilt   income ,docluster.topn10.3.bm25,0.444,quilts  income quilt ,word2vec.topn3.replace,0.4353,quilts earnings ,termluster.topn5.3.bm25,0.4332,quilts income made ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,recycle  automobile tires ,0.0477,10,word2vec.topn3.replace,0.2584,recycle car tyres ,word2vec.topn3,0.0905,recycle automobile tires car tyres ,tagmee.topn3.replace,0.0853,Recycling Car Tire ,sensedisambiguation.replace,0.0853,recycle   car tire ,relevancefeedback.topn10.bm25,0.076,recycle  automobile tires renault recycl tire electr car batteri bill ,sensedisambiguation,0.0672,recycle   automobile car tires tire ,glove.topn3,0.0665,recycle automobile tires reuse auto tyres ,tagmee.topn3,0.0647,recycle automobile tires Recycling Car Tire ,conceptluster.topn5.3.bm25,0.0647,recycle automobile tires car recycling tire ,wiki.topn3,0.0574,recycle automobile tires waste management concepts environmental health recycling Recycling wheeled vehicles automobiles assembly line Car truck chassis vehicle Tire ,,,,,,,,,,,,,,,,,,,,,,,,
420,carbon monoxide poisoning ,0.4522,1,conceptnet.topn3,0.4604,carbon monoxide poisoning an element ophidism ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
